LES LIAISONS DANGEREUSES OU LETTRES	LES LIAISONS DANGEREUSES OU LETTRES
Recueillies dans une société, & publiées pour l'instruction de quelques autres.	Recueillies dans une société, et publiées pour l’instruction de quelques autres.
J’ai vu les mœurs de mon temps, & j’ai publié ces Lettres.	J’ai vu les mœurs de mon temps, et j’ai publié ces Lettres.
J. J. ROUSSEAU, Préf. De la Nouvelle Héloïſe.	Jean-Jacques ROUSSEAU, Préface De la Nouvelle Héloïse.
A. AMSTERDAM;	À. AMSTERDAM;
Et ſe trouve à PARIS,	Et se trouve à PARIS,
Chez DURAND Neveu, Libraire, à la Sageſſe, rue Galande	Chez DURAND Neveu, Libraire, à la Sagesse, rue Galande
M. DCC. LXXXII	M. DCC. LXXXII
TU vois, ma bonne amie, que je te tiens parole, & que les bonnets & les pompons ne prennent pas tout mon temps; il m’en reſtera toujours pour toi.	TU vois, ma bonne amie, que je te tiens parole, et que les bonnets et les pompons ne prennent pas tout mon temps; il m’en restera toujours pour toi.
J’ai pourtant vu plus de parures dans cette ſeule journée que dans les quatre ans que nous avons paſſés enſemble;	J’ai pourtant vu plus de parures dans cette seule journée que dans les quatre ans que nous avons passés ensemble;
(I) Penſionnaire du même Couvent.	(I) Pensionnaire du même couvent.
Maman m’a conſultée ſur tout; elle me traite beaucoup moins en penſionnaire que par le paſſé.	Maman m’a consultée sur tout; elle me traite beaucoup moins en pensionnaire que par le passé.
j’ai une chambre & un cabinet dont je diſpoſe, & je t’écris à un ſecrétaire très-joli, dont on m’a remis la clef, & où je peux renfermer tout ce que je veux.	j’ai une chambre et un cabinet dont je dispose, et je t’écris à un secrétaire très joli, dont on m’a remis la clef, et où je peux renfermer tout ce que je veux.
Maman m’a dit que je la verrois tous les jours à ſon lever;	Maman m’a dit que je la verrais tous les jours à son lever;
qu’il ſuffiſoit que je fuſſe coiffée pour dîner, parce que nous ſerions toujours ſeules, & qu’elle me diroit chaque jour l’heure où je devois l’aller joindre l’après midi.	qu’il suffisoit que je fusse coiffée pour dîner, parce que nous serions toujours seules, et qu’elle me dirait chaque jour l’heure où je devais l’aller joindre l’après-midi.
Les reſte du temps eſt à ma diſpoſition, & j’ai ma harpe, mon deſſin, & des livres comme au Couvent, ſi ce n’eſt que la Mère Perpétue n’eſt pas là pour me gronder, & qu’il ne tiendroit qu’à moi d’être toujours à rien faire:	Les reste du temps est à ma disposition, et j’ai ma harpe, mon dessin, et des livres comme au Couvent, si ce n’est que la Mère Perpétue n’est pas là pour me gronder, et qu’il ne tiendrait qu’à moi d’être toujours à rien faire:
mais comme je n’ai pas ma Sophie pour cauſer & pour rire, j’aime autant m’occuper.	mais comme je n’ai pas ma Sophie pour causer et pour rire, j’aime autant m’occuper.
